Title,Industry,Converted,Business Type,Lead Type,Product.,Lead Status,Lead Source,Secondary Lead Source
Information Technology Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Chief Operating Officer and Chief Representative,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Partner, Machado, Meyer Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Network Systems Administrator,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Export Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Information Technology Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
VP-Corporate Dev.,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Eastern Territory Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Director Information Technology,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Accounts Receivable Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Sales & Purchasing at Calhoun Sportswear,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Partner,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Information Technology Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Executive Director,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Owner, machado, meyer, sendacz e opice advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Champion Petfoods Benelux,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Partner na Machado, Meyer, Sendacz e Opice Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Managing Partner at Cobb & Jones,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Press Relations Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"President at Colson Group Canada, Inc",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
National Business Sales Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
HR Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
V.P. of Corp. Dev.,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Owner, Machado, Meyer, Sendacz e Opice Advogados",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Director of Community Support,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Managing Director,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Service Manager with Commercial Truck Equipment Co.,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
IT Administrator,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
IT Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,MQL,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Manager, IS at Citadel Commerce Corp.",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
"Director, Venture Development",Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Project Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Dreamer. People Lover. Creative Problem Solver.,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
General Partner,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Director of Strategic Alliances,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Operations Manager at Community Futures Peace Liard,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Sr. Associate,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal Human Resources Executive,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Global Account Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Client Relations at CommonWealth Fund Services Ltd,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Dead,India - NGRAM,India Lead - Research
Associate,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Associate,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal Engineer,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Assistant Principal H,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Directeur des technologies de l'information chez Cegep du Vieux Montreal,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Investment Banker,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Coach. Instructional Writer. Facilitator. Singer-Songwriter.,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Bilingual Marketing & Communications Specialist,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Product Line Manager - Thin Film Products,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Partner?,Computer IT Services,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Managing Director, Latin America",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
